job_ad_id,job_city_id,job_industry_id,job_type_id,job_ownership_id,job_fed_contractor,job_equal_opp_employer,job_req_any,job_req_communication,job_req_education,job_req_min_experience,job_req_computer,job_req_organization,job_req_school
138,2,1,2,2,NA,0,1,0,0,,0,0,none_listed
113,2,6,4,1,0,0,1,1,0,,0,0,none_listed
199,2,2,2,2,NA,0,1,1,0,,0,0,none_listed
279,2,5,4,1,0,1,1,0,1,some,0,0,some_college
113,2,6,4,1,0,0,1,1,0,,0,0,none_listed
52,2,3,4,1,0,0,1,0,0,,0,0,none_listed
113,2,6,4,1,0,0,1,1,0,,0,0,none_listed
216,2,2,2,1,0,0,0,0,0,,0,0,none_listed
52,2,3,4,1,0,0,1,0,0,,0,0,none_listed
138,2,1,2,2,NA,0,1,0,0,,0,0,none_listed
199,2,2,2,2,NA,0,1,1,0,,0,0,none_listed
240,2,2,3,3,0,1,1,0,1,3,0,0,some_college
660,2,2,1,2,NA,0,0,0,0,,0,0,none_listed
660,2,2,1,2,NA,0,0,0,0,,0,0,none_listed
660,2,2,1,2,NA,0,0,0,0,,0,0,none_listed
660,2,2,1,2,NA,0,0,0,0,,0,0,none_listed
661,2,1,5,2,NA,0,1,1,0,,1,0,none_listed
661,2,1,5,2,NA,0,1,1,0,,1,0,none_listed
661,2,1,5,2,NA,0,1,1,0,,1,0,none_listed
661,2,1,5,2,NA,0,1,1,0,,1,0,none_listed
662,2,2,1,1,0,0,1,0,0,,0,0,none_listed
662,2,2,1,1,0,0,1,0,0,,0,0,none_listed
662,2,2,1,1,0,0,1,0,0,,0,0,none_listed
662,2,2,1,1,0,0,1,0,0,,0,0,none_listed
663,2,2,6,2,NA,0,1,0,0,,1,0,none_listed
663,2,2,6,2,NA,0,1,0,0,,1,0,none_listed
663,2,2,6,2,NA,0,1,0,0,,1,0,none_listed
663,2,2,6,2,NA,0,1,0,0,,1,0,none_listed
664,2,1,1,4,0,1,1,0,1,some,1,0,college
664,2,1,1,4,0,1,1,0,1,some,1,0,college
664,2,1,1,4,0,1,1,0,1,some,1,0,college
664,2,1,1,4,0,1,1,0,1,some,1,0,college
665,2,3,5,1,0,1,1,0,0,,1,0,none_listed
665,2,3,5,1,0,1,1,0,0,,1,0,none_listed
665,2,3,5,1,0,1,1,0,0,,1,0,none_listed
665,2,3,5,1,0,1,1,0,0,,1,0,none_listed
666,2,6,1,1,0,0,1,0,0,,1,0,none_listed
666,2,6,1,1,0,0,1,0,0,,1,0,none_listed
666,2,6,1,1,0,0,1,0,0,,1,0,none_listed
666,2,6,1,1,0,0,1,0,0,,1,0,none_listed
667,2,2,5,1,0,0,1,0,0,,1,0,none_listed
667,2,2,5,1,0,0,1,0,0,,1,0,none_listed
667,2,2,5,1,0,0,1,0,0,,1,0,none_listed
667,2,2,5,1,0,0,1,0,0,,1,0,none_listed
306,2,3,2,1,0,1,0,0,0,,0,0,none_listed
306,2,3,2,1,0,1,0,0,0,,0,0,none_listed
306,2,3,2,1,0,1,0,0,0,,0,0,none_listed
306,2,3,2,1,0,1,0,0,0,,0,0,none_listed
668,1,1,3,2,NA,0,0,0,0,,0,0,none_listed
668,1,1,3,2,NA,0,0,0,0,,0,0,none_listed
668,1,1,3,2,NA,0,0,0,0,,0,0,none_listed
668,1,1,3,2,NA,0,0,0,0,,0,0,none_listed
669,1,1,1,2,NA,0,1,1,0,,1,0,none_listed
669,1,1,1,2,NA,0,1,1,0,,1,0,none_listed
669,1,1,1,2,NA,0,1,1,0,,1,0,none_listed
669,1,1,1,2,NA,0,1,1,0,,1,0,none_listed
670,1,5,6,2,NA,1,1,0,0,5,0,0,none_listed
670,1,5,6,2,NA,1,1,0,0,5,0,0,none_listed
671,1,4,5,2,NA,0,1,1,0,,1,0,none_listed
671,1,4,5,2,NA,0,1,1,0,,1,0,none_listed
671,1,4,5,2,NA,0,1,1,0,,1,0,none_listed
671,1,4,5,2,NA,0,1,1,0,,1,0,none_listed
672,1,3,5,2,NA,0,1,0,0,,1,0,none_listed
672,1,3,5,2,NA,0,1,0,0,,1,0,none_listed
672,1,3,5,2,NA,0,1,0,0,,1,0,none_listed
672,1,3,5,2,NA,0,1,0,0,,1,0,none_listed
673,1,1,5,2,NA,0,1,1,0,3,0,1,none_listed
673,1,1,5,2,NA,0,1,1,0,3,0,1,none_listed
673,1,1,5,2,NA,0,1,1,0,3,0,1,none_listed
673,1,1,5,2,NA,0,1,1,0,3,0,1,none_listed
674,1,2,1,2,NA,0,1,0,0,,1,0,none_listed
674,1,2,1,2,NA,0,1,0,0,,1,0,none_listed
674,1,2,1,2,NA,0,1,0,0,,1,0,none_listed
674,1,2,1,2,NA,0,1,0,0,,1,0,none_listed
675,1,1,5,2,NA,0,1,0,0,,1,1,none_listed
675,1,1,5,2,NA,0,1,0,0,,1,1,none_listed
675,1,1,5,2,NA,0,1,0,0,,1,1,none_listed
675,1,1,5,2,NA,0,1,0,0,,1,1,none_listed
676,1,5,5,1,0,0,1,1,0,,0,0,none_listed
676,1,5,5,1,0,0,1,1,0,,0,0,none_listed
676,1,5,5,1,0,0,1,1,0,,0,0,none_listed
676,1,5,5,1,0,0,1,1,0,,0,0,none_listed
677,1,1,5,1,0,0,0,0,0,,0,0,none_listed
677,1,1,5,1,0,0,0,0,0,,0,0,none_listed
677,1,1,5,1,0,0,0,0,0,,0,0,none_listed
677,1,1,5,1,0,0,0,0,0,,0,0,none_listed
678,1,2,1,2,NA,0,0,0,0,,0,0,none_listed
678,1,2,1,2,NA,0,0,0,0,,0,0,none_listed
678,1,2,1,2,NA,0,0,0,0,,0,0,none_listed
678,1,2,1,2,NA,0,0,0,0,,0,0,none_listed
679,1,3,5,1,0,1,1,0,0,,1,0,none_listed
679,1,3,5,1,0,1,1,0,0,,1,0,none_listed
679,1,3,5,1,0,1,1,0,0,,1,0,none_listed
679,1,3,5,1,0,1,1,0,0,,1,0,none_listed
680,1,1,1,2,NA,0,1,0,0,,1,0,none_listed
680,1,1,1,2,NA,0,1,0,0,,1,0,none_listed
680,1,1,1,2,NA,0,1,0,0,,1,0,none_listed
680,1,1,1,2,NA,0,1,0,0,,1,0,none_listed
681,1,2,1,1,0,0,1,0,0,,1,0,none_listed
681,1,2,1,1,0,0,1,0,0,,1,0,none_listed
681,1,2,1,1,0,0,1,0,0,,1,0,none_listed
681,1,2,1,1,0,0,1,0,0,,1,0,none_listed
682,1,2,1,1,0,0,1,0,0,,1,0,none_listed
682,1,2,1,1,0,0,1,0,0,,1,0,none_listed
682,1,2,1,1,0,0,1,0,0,,1,0,none_listed
682,1,2,1,1,0,0,1,0,0,,1,0,none_listed
683,1,1,6,3,1,1,1,0,0,some,1,0,none_listed
683,1,1,6,3,1,1,1,0,0,some,1,0,none_listed
683,1,1,6,3,1,1,1,0,0,some,1,0,none_listed
683,1,1,6,3,1,1,1,0,0,some,1,0,none_listed
83,2,3,2,2,NA,1,1,0,0,some,0,0,none_listed
280,2,5,4,1,0,0,0,0,0,,0,0,none_listed
200,2,1,4,2,NA,1,1,0,0,some,0,0,none_listed
83,2,3,2,2,NA,1,1,0,0,some,0,0,none_listed
22,2,3,2,2,NA,1,1,0,0,,0,0,none_listed
139,2,1,4,2,NA,0,0,0,0,,0,0,none_listed
115,2,1,3,2,NA,0,1,0,0,some,0,0,none_listed
22,2,3,2,2,NA,1,1,0,0,,0,0,none_listed
115,2,1,3,2,NA,0,1,0,0,some,0,0,none_listed
200,2,1,4,2,NA,1,1,0,0,some,0,0,none_listed
139,2,1,4,2,NA,0,0,0,0,,0,0,none_listed
53,2,1,2,2,NA,0,0,0,0,,0,0,none_listed
139,2,1,4,2,NA,0,0,0,0,,0,0,none_listed
159,2,6,2,3,0,1,1,1,0,,0,0,none_listed
22,2,3,2,2,NA,1,1,0,0,,0,0,none_listed
53,2,1,2,2,NA,0,0,0,0,,0,0,none_listed
139,2,1,4,2,NA,0,0,0,0,,0,0,none_listed
159,2,6,2,3,0,1,1,1,0,,0,0,none_listed
159,2,6,2,3,0,1,1,1,0,,0,0,none_listed
53,2,1,2,2,NA,0,0,0,0,,0,0,none_listed
53,2,1,2,2,NA,0,0,0,0,,0,0,none_listed
22,2,3,2,2,NA,1,1,0,0,,0,0,none_listed
280,2,5,4,1,0,0,0,0,0,,0,0,none_listed
280,2,5,4,1,0,0,0,0,0,,0,0,none_listed
159,2,6,2,3,0,1,1,1,0,,0,0,none_listed
280,2,5,4,1,0,0,0,0,0,,0,0,none_listed
200,2,1,4,2,NA,1,1,0,0,some,0,0,none_listed
83,2,3,2,2,NA,1,1,0,0,some,0,0,none_listed
200,2,1,4,2,NA,1,1,0,0,some,0,0,none_listed
115,2,1,3,2,NA,0,1,0,0,some,0,0,none_listed
83,2,3,2,2,NA,1,1,0,0,some,0,0,none_listed
115,2,1,3,2,NA,0,1,0,0,some,0,0,none_listed
684,2,1,1,1,0,0,1,0,0,,1,0,none_listed
684,2,1,1,1,0,0,1,0,0,,1,0,none_listed
684,2,1,1,1,0,0,1,0,0,,1,0,none_listed
684,2,1,1,1,0,0,1,0,0,,1,0,none_listed
685,2,5,5,1,0,0,1,0,0,,1,0,none_listed
685,2,5,5,1,0,0,1,0,0,,1,0,none_listed
685,2,5,5,1,0,0,1,0,0,,1,0,none_listed
685,2,5,5,1,0,0,1,0,0,,1,0,none_listed
686,2,1,1,3,1,1,1,0,0,,1,0,none_listed
686,2,1,1,3,1,1,1,0,0,,1,0,none_listed
686,2,1,1,3,1,1,1,0,0,,1,0,none_listed
686,2,1,1,3,1,1,1,0,0,,1,0,none_listed
687,2,1,1,4,0,1,1,0,0,,1,0,none_listed
687,2,1,1,4,0,1,1,0,0,,1,0,none_listed
687,2,1,1,4,0,1,1,0,0,,1,0,none_listed
687,2,1,1,4,0,1,1,0,0,,1,0,none_listed
688,2,2,5,1,0,0,0,0,0,,0,0,none_listed
688,2,2,5,1,0,0,0,0,0,,0,0,none_listed
688,2,2,5,1,0,0,0,0,0,,0,0,none_listed
688,2,2,5,1,0,0,0,0,0,,0,0,none_listed
689,2,1,1,2,0,0,1,0,0,,1,0,none_listed
689,2,1,1,2,0,0,1,0,0,,1,0,none_listed
689,2,1,1,2,0,0,1,0,0,,1,0,none_listed
689,2,1,1,2,0,0,1,0,0,,1,0,none_listed
690,2,2,1,1,0,0,1,0,0,,1,0,none_listed
690,2,2,1,1,0,0,1,0,0,,1,0,none_listed
690,2,2,1,1,0,0,1,0,0,,1,0,none_listed
690,2,2,1,1,0,0,1,0,0,,1,0,none_listed
691,2,2,1,2,NA,0,0,0,0,,0,0,none_listed
691,2,2,1,2,NA,0,0,0,0,,0,0,none_listed
691,2,2,1,2,NA,0,0,0,0,,0,0,none_listed
691,2,2,1,2,NA,0,0,0,0,,0,0,none_listed
692,2,2,1,1,1,0,0,0,0,,0,0,none_listed
692,2,2,1,1,1,0,0,0,0,,0,0,none_listed
692,2,2,1,1,1,0,0,0,0,,0,0,none_listed
692,2,2,1,1,1,0,0,0,0,,0,0,none_listed
693,2,2,1,1,0,0,1,0,0,,1,0,none_listed
693,2,2,1,1,0,0,1,0,0,,1,0,none_listed
693,2,2,1,1,0,0,1,0,0,,1,0,none_listed
693,2,2,1,1,0,0,1,0,0,,1,0,none_listed
307,2,1,2,2,NA,0,0,0,0,,0,0,none_listed
307,2,1,2,2,NA,0,0,0,0,,0,0,none_listed
694,1,1,1,2,NA,0,1,0,0,some,0,0,none_listed
694,1,1,1,2,NA,0,1,0,0,some,0,0,none_listed
694,1,1,1,2,NA,0,1,0,0,some,0,0,none_listed
694,1,1,1,2,NA,0,1,0,0,some,0,0,none_listed
695,1,2,1,1,0,0,1,0,0,,1,0,none_listed
695,1,2,1,1,0,0,1,0,0,,1,0,none_listed
695,1,2,1,1,0,0,1,0,0,,1,0,none_listed
695,1,2,1,1,0,0,1,0,0,,1,0,none_listed
696,1,1,6,4,0,1,1,0,0,,0,1,none_listed
696,1,1,6,4,0,1,1,0,0,,0,1,none_listed
696,1,1,6,4,0,1,1,0,0,,0,1,none_listed
696,1,1,6,4,0,1,1,0,0,,0,1,none_listed
697,1,1,5,1,0,0,1,1,0,,1,1,none_listed
697,1,1,5,1,0,0,1,1,0,,1,1,none_listed
697,1,1,5,1,0,0,1,1,0,,1,1,none_listed
697,1,1,5,1,0,0,1,1,0,,1,1,none_listed
698,1,1,5,2,NA,0,1,1,0,,1,0,none_listed
698,1,1,5,2,NA,0,1,1,0,,1,0,none_listed
698,1,1,5,2,NA,0,1,1,0,,1,0,none_listed
698,1,1,5,2,NA,0,1,1,0,,1,0,none_listed
699,1,1,5,2,NA,0,1,0,0,some,0,0,none_listed
699,1,1,5,2,NA,0,1,0,0,some,0,0,none_listed
699,1,1,5,2,NA,0,1,0,0,some,0,0,none_listed
699,1,1,5,2,NA,0,1,0,0,some,0,0,none_listed
700,1,4,1,3,0,0,1,0,0,,0,0,none_listed
700,1,4,1,3,0,0,1,0,0,,0,0,none_listed
700,1,4,1,3,0,0,1,0,0,,0,0,none_listed
700,1,4,1,3,0,0,1,0,0,,0,0,none_listed
701,1,1,3,2,NA,0,1,0,0,some,1,0,none_listed
701,1,1,3,2,NA,0,1,0,0,some,1,0,none_listed
702,1,2,1,1,0,0,1,0,0,1,1,0,none_listed
702,1,2,1,1,0,0,1,0,0,1,1,0,none_listed
702,1,2,1,1,0,0,1,0,0,1,1,0,none_listed
702,1,2,1,1,0,0,1,0,0,1,1,0,none_listed
703,1,2,5,1,0,0,1,0,0,5,0,1,none_listed
703,1,2,5,1,0,0,1,0,0,5,0,1,none_listed
703,1,2,5,1,0,0,1,0,0,5,0,1,none_listed
703,1,2,5,1,0,0,1,0,0,5,0,1,none_listed
704,1,1,5,2,NA,0,1,0,0,,0,0,none_listed
704,1,1,5,2,NA,0,1,0,0,,0,0,none_listed
704,1,1,5,2,NA,0,1,0,0,,0,0,none_listed
704,1,1,5,2,NA,0,1,0,0,,0,0,none_listed
705,1,4,4,1,0,0,1,1,0,,1,1,none_listed
705,1,4,4,1,0,0,1,1,0,,1,1,none_listed
705,1,4,4,1,0,0,1,1,0,,1,1,none_listed
705,1,4,4,1,0,0,1,1,0,,1,1,none_listed
706,1,2,1,1,0,1,1,0,0,,1,0,none_listed
706,1,2,1,1,0,1,1,0,0,,1,0,none_listed
706,1,2,1,1,0,1,1,0,0,,1,0,none_listed
706,1,2,1,1,0,1,1,0,0,,1,0,none_listed
707,1,2,1,1,0,0,1,0,0,some,0,0,none_listed
707,1,2,1,1,0,0,1,0,0,some,0,0,none_listed
707,1,2,1,1,0,0,1,0,0,some,0,0,none_listed
707,1,2,1,1,0,0,1,0,0,some,0,0,none_listed
708,1,4,3,2,NA,0,1,0,0,some,1,0,none_listed
708,1,4,3,2,NA,0,1,0,0,some,1,0,none_listed
709,1,2,5,1,0,0,1,0,0,,1,0,none_listed
709,1,2,5,1,0,0,1,0,0,,1,0,none_listed
709,1,2,5,1,0,0,1,0,0,,1,0,none_listed
709,1,2,5,1,0,0,1,0,0,,1,0,none_listed
710,1,1,1,2,NA,0,1,0,0,,1,0,none_listed
710,1,1,1,2,NA,0,1,0,0,,1,0,none_listed
710,1,1,1,2,NA,0,1,0,0,,1,0,none_listed
710,1,1,1,2,NA,0,1,0,0,,1,0,none_listed
711,1,1,1,2,NA,0,1,1,0,,1,0,none_listed
711,1,1,1,2,NA,0,1,1,0,,1,0,none_listed
711,1,1,1,2,NA,0,1,1,0,,1,0,none_listed
711,1,1,1,2,NA,0,1,1,0,,1,0,none_listed
116,2,2,2,1,0,0,1,0,0,some,0,0,none_listed
140,2,1,4,2,NA,0,0,0,0,,0,0,none_listed
84,2,4,4,3,0,1,1,0,0,1,0,0,none_listed
308,2,6,4,3,1,0,1,0,1,,0,0,some_college
217,2,3,4,2,NA,0,0,0,0,,0,0,none_listed
140,2,1,4,2,NA,0,0,0,0,,0,0,none_listed
217,2,3,4,2,NA,0,0,0,0,,0,0,none_listed
308,2,6,4,3,1,0,1,0,1,,0,0,some_college
116,2,2,2,1,0,0,1,0,0,some,0,0,none_listed
160,2,1,4,2,NA,0,1,0,1,,0,0,college
54,2,6,3,2,NA,0,0,0,0,,0,0,none_listed
160,2,1,4,2,NA,0,1,0,1,,0,0,college
308,2,6,4,3,1,0,1,0,1,,0,0,some_college
160,2,1,4,2,NA,0,1,0,1,,0,0,college
54,2,6,3,2,NA,0,0,0,0,,0,0,none_listed
140,2,1,4,2,NA,0,0,0,0,,0,0,none_listed
308,2,6,4,3,1,0,1,0,1,,0,0,some_college
84,2,4,4,3,0,1,1,0,0,1,0,0,none_listed
217,2,3,4,2,NA,0,0,0,0,,0,0,none_listed
54,2,6,3,2,NA,0,0,0,0,,0,0,none_listed
84,2,4,4,3,0,1,1,0,0,1,0,0,none_listed
84,2,4,4,3,0,1,1,0,0,1,0,0,none_listed
140,2,1,4,2,NA,0,0,0,0,,0,0,none_listed
160,2,1,4,2,NA,0,1,0,1,,0,0,college
116,2,2,2,1,0,0,1,0,0,some,0,0,none_listed
54,2,6,3,2,NA,0,0,0,0,,0,0,none_listed
217,2,3,4,2,NA,0,0,0,0,,0,0,none_listed
116,2,2,2,1,0,0,1,0,0,some,0,0,none_listed
712,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
712,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
712,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
712,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
713,2,1,1,2,NA,0,0,0,0,,0,0,none_listed
713,2,1,1,2,NA,0,0,0,0,,0,0,none_listed
713,2,1,1,2,NA,0,0,0,0,,0,0,none_listed
713,2,1,1,2,NA,0,0,0,0,,0,0,none_listed
714,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
714,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
714,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
714,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
715,2,1,5,4,0,0,0,0,0,,0,0,none_listed
715,2,1,5,4,0,0,0,0,0,,0,0,none_listed
715,2,1,5,4,0,0,0,0,0,,0,0,none_listed
715,2,1,5,4,0,0,0,0,0,,0,0,none_listed
716,2,4,1,1,0,0,1,0,0,,1,0,none_listed
716,2,4,1,1,0,0,1,0,0,,1,0,none_listed
716,2,4,1,1,0,0,1,0,0,,1,0,none_listed
716,2,4,1,1,0,0,1,0,0,,1,0,none_listed
717,2,1,1,2,NA,1,0,0,0,,0,0,none_listed
717,2,1,1,2,NA,1,0,0,0,,0,0,none_listed
717,2,1,1,2,NA,1,0,0,0,,0,0,none_listed
717,2,1,1,2,NA,1,0,0,0,,0,0,none_listed
718,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
718,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
718,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
718,2,1,5,2,NA,0,0,0,0,,0,0,none_listed
719,2,4,5,3,0,0,0,0,0,,0,0,none_listed
719,2,4,5,3,0,0,0,0,0,,0,0,none_listed
719,2,4,5,3,0,0,0,0,0,,0,0,none_listed
719,2,4,5,3,0,0,0,0,0,,0,0,none_listed
720,2,4,5,2,NA,0,0,0,0,,0,0,none_listed
720,2,4,5,2,NA,0,0,0,0,,0,0,none_listed
720,2,4,5,2,NA,0,0,0,0,,0,0,none_listed
720,2,4,5,2,NA,0,0,0,0,,0,0,none_listed
309,2,2,2,1,0,0,0,0,0,,0,0,none_listed
309,2,2,2,1,0,0,0,0,0,,0,0,none_listed
309,2,2,2,1,0,0,0,0,0,,0,0,none_listed
309,2,2,2,1,0,0,0,0,0,,0,0,none_listed
721,1,4,1,1,NA,0,1,0,0,,1,0,none_listed
721,1,4,1,1,NA,0,1,0,0,,1,0,none_listed
721,1,4,1,1,NA,0,1,0,0,,1,0,none_listed
721,1,4,1,1,NA,0,1,0,0,,1,0,none_listed
722,1,2,1,2,NA,0,1,1,0,,1,0,none_listed
722,1,2,1,2,NA,0,1,1,0,,1,0,none_listed
722,1,2,1,2,NA,0,1,1,0,,1,0,none_listed
722,1,2,1,2,NA,0,1,1,0,,1,0,none_listed
723,1,2,5,2,NA,0,1,1,0,,0,0,none_listed
723,1,2,5,2,NA,0,1,1,0,,0,0,none_listed
723,1,2,5,2,NA,0,1,1,0,,0,0,none_listed
723,1,2,5,2,NA,0,1,1,0,,0,0,none_listed
724,1,1,5,2,NA,0,1,0,0,some,1,0,none_listed
724,1,1,5,2,NA,0,1,0,0,some,1,0,none_listed
724,1,1,5,2,NA,0,1,0,0,some,1,0,none_listed
724,1,1,5,2,NA,0,1,0,0,some,1,0,none_listed
725,1,5,5,1,1,0,1,0,0,,1,0,none_listed
725,1,5,5,1,1,0,1,0,0,,1,0,none_listed
725,1,5,5,1,1,0,1,0,0,,1,0,none_listed
725,1,5,5,1,1,0,1,0,0,,1,0,none_listed
726,1,2,5,1,0,0,1,1,0,some,0,0,none_listed
726,1,2,5,1,0,0,1,1,0,some,0,0,none_listed
726,1,2,5,1,0,0,1,1,0,some,0,0,none_listed
726,1,2,5,1,0,0,1,1,0,some,0,0,none_listed
727,1,2,5,4,0,1,1,1,0,,1,0,none_listed
727,1,2,5,4,0,1,1,1,0,,1,0,none_listed
727,1,2,5,4,0,1,1,1,0,,1,0,none_listed
727,1,2,5,4,0,1,1,1,0,,1,0,none_listed
728,1,1,1,2,NA,1,1,0,0,some,1,0,none_listed
728,1,1,1,2,NA,1,1,0,0,some,1,0,none_listed
728,1,1,1,2,NA,1,1,0,0,some,1,0,none_listed
728,1,1,1,2,NA,1,1,0,0,some,1,0,none_listed
729,1,5,5,1,0,1,1,1,0,,1,1,none_listed
729,1,5,5,1,0,1,1,1,0,,1,1,none_listed
729,1,5,5,1,0,1,1,1,0,,1,1,none_listed
729,1,5,5,1,0,1,1,1,0,,1,1,none_listed
730,1,2,5,1,0,0,1,0,0,some,1,0,none_listed
730,1,2,5,1,0,0,1,0,0,some,1,0,none_listed
730,1,2,5,1,0,0,1,0,0,some,1,0,none_listed
730,1,2,5,1,0,0,1,0,0,some,1,0,none_listed
731,1,2,5,1,0,0,1,0,0,,1,0,none_listed
731,1,2,5,1,0,0,1,0,0,,1,0,none_listed
731,1,2,5,1,0,0,1,0,0,,1,0,none_listed
731,1,2,5,1,0,0,1,0,0,,1,0,none_listed
732,1,2,1,2,NA,0,1,0,0,some,1,0,none_listed
732,1,2,1,2,NA,0,1,0,0,some,1,0,none_listed
732,1,2,1,2,NA,0,1,0,0,some,1,0,none_listed
732,1,2,1,2,NA,0,1,0,0,some,1,0,none_listed
733,1,1,1,2,NA,0,0,0,0,,0,0,none_listed
733,1,1,1,2,NA,0,0,0,0,,0,0,none_listed
733,1,1,1,2,NA,0,0,0,0,,0,0,none_listed
733,1,1,1,2,NA,0,0,0,0,,0,0,none_listed
734,1,1,1,4,0,1,1,1,0,some,1,0,none_listed
734,1,1,1,4,0,1,1,1,0,some,1,0,none_listed
734,1,1,1,4,0,1,1,1,0,some,1,0,none_listed
734,1,1,1,4,0,1,1,1,0,some,1,0,none_listed
735,1,4,5,3,1,1,1,1,0,,1,0,none_listed
735,1,4,5,3,1,1,1,1,0,,1,0,none_listed
736,1,5,5,1,0,0,1,0,0,some,1,0,none_listed
736,1,5,5,1,0,0,1,0,0,some,1,0,none_listed
736,1,5,5,1,0,0,1,0,0,some,1,0,none_listed
736,1,5,5,1,0,0,1,0,0,some,1,0,none_listed
737,1,2,1,2,NA,0,1,0,0,,1,0,none_listed
737,1,2,1,2,NA,0,1,0,0,,1,0,none_listed
737,1,2,1,2,NA,0,1,0,0,,1,0,none_listed
737,1,2,1,2,NA,0,1,0,0,,1,0,none_listed
738,1,3,1,2,NA,0,1,0,0,2,1,0,none_listed
738,1,3,1,2,NA,0,1,0,0,2,1,0,none_listed
738,1,3,1,2,NA,0,1,0,0,2,1,0,none_listed
738,1,3,1,2,NA,0,1,0,0,2,1,0,none_listed
51,2,1,2,2,NA,0,1,1,0,,1,0,none_listed
242,2,2,4,2,NA,0,1,0,0,,1,0,none_listed
85,2,3,4,2,NA,1,1,0,0,1,0,0,none_listed
141,2,2,4,1,0,0,0,0,0,,0,0,none_listed
242,2,2,4,2,NA,0,1,0,0,,1,0,none_listed
55,2,3,4,1,0,0,1,1,0,,0,0,none_listed
23,2,3,2,1,0,1,1,0,0,some,0,0,none_listed
141,2,2,4,1,0,0,0,0,0,,0,0,none_listed
117,2,1,5,2,0,1,1,0,0,2,0,0,none_listed
51,2,1,2,2,NA,0,1,1,0,,1,0,none_listed
55,2,3,4,1,0,0,1,1,0,,0,0,none_listed
23,2,3,2,1,0,1,1,0,0,some,0,0,none_listed
85,2,3,4,2,NA,1,1,0,0,1,0,0,none_listed
117,2,1,5,2,0,1,1,0,0,2,0,0,none_listed
141,2,2,4,1,0,0,0,0,0,,0,0,none_listed
85,2,3,4,2,NA,1,1,0,0,1,0,0,none_listed
23,2,3,2,1,0,1,1,0,0,some,0,0,none_listed
242,2,2,4,2,NA,0,1,0,0,,1,0,none_listed
55,2,3,4,1,0,0,1,1,0,,0,0,none_listed
141,2,2,4,1,0,0,0,0,0,,0,0,none_listed
51,2,1,2,2,NA,0,1,1,0,,1,0,none_listed
117,2,1,5,2,0,1,1,0,0,2,0,0,none_listed
55,2,3,4,1,0,0,1,1,0,,0,0,none_listed
85,2,3,4,2,NA,1,1,0,0,1,0,0,none_listed
51,2,1,2,2,NA,0,1,1,0,,1,0,none_listed
242,2,2,4,2,NA,0,1,0,0,,1,0,none_listed
23,2,3,2,1,0,1,1,0,0,some,0,0,none_listed
117,2,1,5,2,0,1,1,0,0,2,0,0,none_listed
739,2,2,6,2,NA,0,0,0,0,,0,0,none_listed
739,2,2,6,2,NA,0,0,0,0,,0,0,none_listed
739,2,2,6,2,NA,0,0,0,0,,0,0,none_listed
739,2,2,6,2,NA,0,0,0,0,,0,0,none_listed
740,2,2,1,2,0,0,0,0,0,,0,0,none_listed
740,2,2,1,2,0,0,0,0,0,,0,0,none_listed
740,2,2,1,2,0,0,0,0,0,,0,0,none_listed
740,2,2,1,2,0,0,0,0,0,,0,0,none_listed
741,2,1,5,4,0,0,1,0,0,1,1,0,none_listed
741,2,1,5,4,0,0,1,0,0,1,1,0,none_listed
741,2,1,5,4,0,0,1,0,0,1,1,0,none_listed
741,2,1,5,4,0,0,1,0,0,1,1,0,none_listed
742,2,1,1,2,NA,0,1,0,0,,1,0,none_listed
742,2,1,1,2,NA,0,1,0,0,,1,0,none_listed
742,2,1,1,2,NA,0,1,0,0,,1,0,none_listed
742,2,1,1,2,NA,0,1,0,0,,1,0,none_listed
743,2,1,1,2,0,1,0,0,0,,0,0,none_listed
743,2,1,1,2,0,1,0,0,0,,0,0,none_listed
743,2,1,1,2,0,1,0,0,0,,0,0,none_listed
743,2,1,1,2,0,1,0,0,0,,0,0,none_listed
744,2,1,1,1,0,0,1,0,0,,1,0,none_listed
744,2,1,1,1,0,0,1,0,0,,1,0,none_listed
744,2,1,1,1,0,0,1,0,0,,1,0,none_listed
744,2,1,1,1,0,0,1,0,0,,1,0,none_listed
745,2,2,5,2,NA,0,0,0,0,,0,0,none_listed
745,2,2,5,2,NA,0,0,0,0,,0,0,none_listed
745,2,2,5,2,NA,0,0,0,0,,0,0,none_listed
745,2,2,5,2,NA,0,0,0,0,,0,0,none_listed
746,2,3,1,2,NA,0,1,0,0,some,1,0,none_listed
746,2,3,1,2,NA,0,1,0,0,some,1,0,none_listed
746,2,3,1,2,NA,0,1,0,0,some,1,0,none_listed
746,2,3,1,2,NA,0,1,0,0,some,1,0,none_listed
747,2,1,1,2,NA,0,0,0,0,,0,0,none_listed
747,2,1,1,2,NA,0,0,0,0,,0,0,none_listed
747,2,1,1,2,NA,0,0,0,0,,0,0,none_listed
